time,power_link_1,power_link_2,power_link_3,power_link_4,power_link_5,power_link_6
127.36280000198094,8.156630584715792e-54,0.0,0.0,0.0,0.0,0.0
127.37280000198128,0.0,0.0,0.0,0.0,0.0,0.0
127.3828000019816,8.156630584738975e-54,0.0,0.0,0.0,0.0,0.0
127.39280000198194,8.156630584715792e-54,0.0,0.0,0.0,0.0,0.0
127.40280000198229,0.0,0.0,0.0,0.0,0.0,0.0
127.4128000019826,8.156630584738975e-54,0.0,0.0,0.0,0.0,0.0
127.42280000198294,0.0,0.0,0.0,0.0,0.0,0.0
127.43280000198328,8.156630584715792e-54,0.0,0.0,0.0,0.0,0.0
127.4428000019836,0.0,0.0,0.0,0.0,0.0,0.0
127.45280000198392,8.156630584738975e-54,0.0,0.0,0.0,0.0,0.0
127.46280000198426,0.0,0.0,0.0,0.0,0.0,0.0
127.4728000019846,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
127.48280000198493,0.0,0.0,0.0,0.0,0.0,0.0
127.49280000198526,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
127.5028000019856,0.0,0.0,0.0,0.0,0.0,0.0
127.51280000198592,8.156630584738975e-54,0.0,0.0,0.0,0.0,0.0
127.52280000198624,0.0,0.0,0.0,0.0,0.0,0.0
127.5328000019866,8.156630584704201e-54,0.0,0.0,0.0,0.0,0.0
127.54280000198692,0.0,0.0,0.0,0.0,0.0,0.0
127.55280000198724,8.156630584738975e-54,0.0,0.0,0.0,0.0,0.0
127.56280000198758,0.0,0.0,0.0,0.0,0.0,0.0
127.57280000198791,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
127.58280000198825,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
127.59280000198858,0.0,0.0,0.0,0.0,0.0,0.0
127.60280000198892,8.156630584715792e-54,0.0,0.0,0.0,0.0,0.0
127.61280000198924,0.0,0.0,0.0,0.0,0.0,0.0
127.62280000198956,8.156630584738975e-54,0.0,0.0,0.0,0.0,0.0
127.6328000019899,0.0,0.0,0.0,0.0,0.0,0.0
127.64280000199024,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
127.65280000199056,0.0,0.0,0.0,0.0,0.0,0.0
127.6628000019909,8.156630584715792e-54,0.0,0.0,0.0,0.0,0.0
127.67280000199123,0.0,0.0,0.0,0.0,0.0,0.0
127.68280000199157,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
127.6928000019919,0.0,0.0,0.0,0.0,0.0,0.0
127.70280000199224,8.156630584715792e-54,0.0,0.0,0.0,0.0,0.0
127.71280000199256,0.0,0.0,0.0,0.0,0.0,0.0
127.7228000019929,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
127.73280000199324,0.0,0.0,0.0,0.0,0.0,0.0
127.74280000199356,8.156630584738975e-54,0.0,0.0,0.0,0.0,0.0
127.75280000199388,0.0,0.0,0.0,0.0,0.0,0.0
127.76280000199422,8.156630584715792e-54,0.0,0.0,0.0,0.0,0.0
127.77280000199455,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
127.78280000199489,0.0,0.0,0.0,0.0,0.0,0.0
127.79280000199522,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
127.80280000199556,0.0,0.0,0.0,0.0,0.0,0.0
127.81280000199588,8.156630584738975e-54,0.0,0.0,0.0,0.0,0.0
127.8228000019962,0.0,0.0,0.0,0.0,0.0,0.0
127.83280000199656,8.156630584704201e-54,0.0,0.0,0.0,0.0,0.0
127.84280000199688,0.0,0.0,0.0,0.0,0.0,0.0
127.8528000019972,8.156630584738975e-54,0.0,0.0,0.0,0.0,0.0
127.86280000199754,0.0,0.0,0.0,0.0,0.0,0.0
127.87280000199787,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
127.8828000019982,0.0,0.0,0.0,0.0,0.0,0.0
127.89280000199854,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
127.90280000199888,0.0,0.0,0.0,0.0,0.0,0.0
127.9128000019992,8.156630584738975e-54,0.0,0.0,0.0,0.0,0.0
127.92280000199952,0.0,0.0,0.0,0.0,0.0,0.0
127.93280000199988,8.156630584704201e-54,0.0,0.0,0.0,0.0,0.0
127.9428000020002,0.0,0.0,0.0,0.0,0.0,0.0
127.95280000200052,8.156630584738975e-54,0.0,0.0,0.0,0.0,0.0
127.96280000200086,8.156630584715792e-54,0.0,0.0,0.0,0.0,0.0
127.9728000020012,0.0,0.0,0.0,0.0,0.0,0.0
127.98280000200153,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
127.99280000200186,0.0,0.0,0.0,0.0,0.0,0.0
128.00280000200218,8.156630584738975e-54,0.0,0.0,0.0,0.0,0.0
128.0128000020025,0.0,0.0,0.0,0.0,0.0,0.0
128.02280000200284,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
128.03280000200317,0.0,0.0,0.0,0.0,0.0,0.0
128.0428000020035,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
128.05280000200383,0.0,0.0,0.0,0.0,0.0,0.0
128.06280000200417,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
128.0728000020045,0.0,0.0,0.0,0.0,0.0,0.0
128.08280000200483,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
128.09280000200516,0.0,0.0,0.0,0.0,0.0,0.0
128.1028000020055,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
128.11280000200583,0.0,0.0,0.0,0.0,0.0,0.0
128.12280000200616,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
128.1328000020065,0.0,0.0,0.0,0.0,0.0,0.0
128.14280000200682,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
128.15280000200715,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
128.1628000020075,0.0,0.0,0.0,0.0,0.0,0.0
128.17280000200782,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
128.18280000200815,0.0,0.0,0.0,0.0,0.0,0.0
128.19280000200848,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
128.2028000020088,0.0,0.0,0.0,0.0,0.0,0.0
128.21280000200915,8.156630584704201e-54,0.0,0.0,0.0,0.0,0.0
128.22280000200948,0.0,0.0,0.0,0.0,0.0,0.0
128.2328000020098,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
128.24280000201014,0.0,0.0,0.0,0.0,0.0,0.0
128.25280000201047,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
128.2628000020108,0.0,0.0,0.0,0.0,0.0,0.0
128.27280000201114,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
128.28280000201147,0.0,0.0,0.0,0.0,0.0,0.0
128.2928000020118,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
128.30280000201213,0.0,0.0,0.0,0.0,0.0,0.0
128.31280000201247,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
128.3228000020128,0.0,0.0,0.0,0.0,0.0,0.0
128.33280000201313,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
128.34280000201346,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
128.3528000020138,0.0,0.0,0.0,0.0,0.0,0.0
128.36280000201413,8.156630584727384e-54,0.0,0.0,0.0,0.0,0.0
128.37280000201446,1.9973930743965874e-05,0.00014700514189363667,0.0003933299018979074,0.0006145079197455863,0.0008854765750004952,9.07779506945421e-05
128.3828000020148,0.0002015505452195522,0.001483688367667988,0.003968051299755699,0.006200402221394207,0.008934581994312088,0.0009159618615324329
128.39280000201512,0.00044868694047623477,0.0033052354407106664,0.008827141061276987,0.013800589500080777,0.019886858661227337,0.002038773307798373
128.40280000201545,0.0006854250152001746,0.0050556466447860705,0.01346662272507032,0.021075074309868286,0.030371271008110212,0.0031136157762110227
128.4128000020158,0.0008415905408596296,0.006218267157174376,0.016503896656584898,0.025863734545176046,0.037275428391940965,0.003821410408848004
128.42280000201612,0.0012452852954295147,0.009224385342212002,0.024361260825731312,0.03824969891267666,0.05513163819392642,0.005651982300790384
128.43280000201645,0.001425270935831487,0.010588489795714003,0.027796610220536717,0.04374293199846252,0.06305808147810395,0.006464560912962825
128.44280000201678,0.001747851035811787,0.013035422970838513,0.03395944123906556,0.05359705457037688,0.07727513736912112,0.007922025780433708
128.4528000020171,0.00204444156056561,0.015308565070185734,0.03956147398251735,0.06262912704847796,0.09031301103116346,0.009258587864159815
128.46280000201745,0.002291246055894838,0.01724529075777667,0.04411243517479587,0.07010489911852327,0.1011144885460224,0.01036585965941813
128.47280000201778,0.0025867075668866485,0.019578234261514338,0.04952988611838159,0.07904333946229491,0.11403201494722937,0.011690042231218778
128.4828000020181,0.0027963266640352864,0.02130735800584666,0.053195303704851704,0.08531763672872354,0.12311613327352572,0.012621212399729907
128.49280000201844,0.003287559700899324,0.025200686318672987,0.062190004111736676,0.10017772985187468,0.1445912838440047,0.01482264067324609
128.50280000201877,0.0032162923475932623,0.024839764138397922,0.0603608478677414,0.09779282208931216,0.14119996076598298,0.014474838774423475
128.5128000020191,0.004005263712080888,0.031239552652367924,0.07458497182964934,0.12164489037235118,0.17567569278402018,0.018008937821140856
128.52280000201944,0.004311038011404001,0.0338796199883538,0.07968901329642501,0.13068616553669984,0.18879085560398814,0.01935323666660776
128.53280000201977,0.0043225230408783085,0.03438380479468277,0.07900448164961586,0.1307015119394361,0.18889306392594452,0.01936347833066518
128.5428000020201,0.004824027015885662,0.038685314798675124,0.0875267651138497,0.14561809422071484,0.21050875002669964,0.02157913444365701
128.55280000202043,0.005368519951717425,0.043603690386448186,0.09639393094031418,0.16175511304555643,0.2339088051666001,0.023977631325802537
128.56280000202077,0.005555604104605156,0.04569961656066939,0.09862386409969813,0.1669693174609533,0.24154673344602215,0.024760283176418138
128.5728000020211,0.005527688732168547,0.04596242079140205,0.09706749433345517,0.16563120364096115,0.2397234208461613,0.024573045718763422
128.58280000202143,0.006462422239179531,0.05484413945120322,0.1118788614326171,0.19339122320659832,0.27996164806304796,0.028697446690927105
128.59280000202176,0.0066222833364141,0.05683749761768499,0.11345752543664385,0.19763473166629728,0.2862218806710835,0.02933878436279025
128.6028000020221,0.007253175076973037,0.06292445459963324,0.12318933712404995,0.21605236644782044,0.3129813095013146,0.03208142886114524
128.61280000202242,0.007433670511313072,0.06612494620785309,0.12382014960613151,0.2207843777857605,0.3199760083619343,0.032797883533539705
128.62280000202276,0.004962690859062482,0.04722181599355992,0.07754193300831151,0.14566525747136488,0.21149228720384391,0.02167690340557144
128.6328000020231,0.0015855232621784347,0.020016897618070795,0.016554777186975414,0.04372687684624097,0.06411804037531854,0.0065696837197930045
128.64280000202342,0.0014889604674875848,0.020205257321716227,0.01393176839024588,0.040789021290576766,0.05985785443667577,0.006132891528984656
128.65280000202375,0.0014320751489684265,0.01992724006277893,0.012944889158112358,0.03904950064094735,0.05733066671193223,0.005873820628116223
128.66280000202408,0.0013676916955704338,0.019559426591221098,0.011849301868860778,0.03708769391858406,0.054482148107309544,0.005581814678675956
128.67280000202442,0.0013703050883619946,0.0203171390768888,0.011379031613439972,0.03717078197832069,0.05457910512939095,0.005591711122771351
128.68280000202475,0.0013635450792632625,0.021035844313616478,0.010760005931730895,0.03699024001788838,0.05428757825253123,0.0055617943554274055
128.69280000202508,0.0011695739353043885,0.019550584872562605,0.007515351891121372,0.03120304678372474,0.0458878310538866,0.004700794784124196
128.7028000020254,0.0014076070139421863,0.021715828309630248,0.011743323073816262,0.03829717027967632,0.05614524491820215,0.005752222039208514
128.71280000202574,0.0012330675639563085,0.02101426043197758,0.008303915668144028,0.03314913515306245,0.048648041780641624,0.004983721173368887
128.72280000202608,0.00122386547647138,0.020161025617687428,0.00902449309399343,0.03280310687231805,0.048162854259053166,0.004934028200065613
128.7328000020264,0.0011106474173417354,0.021486813165650893,0.0055015125874932624,0.029658404149000218,0.043495412453274734,0.004455571187590428
128.74280000202674,0.001091910220419123,0.020098385638888848,0.0064125459456826454,0.0290011808124772,0.042576320478308956,0.004361422294099876
128.75280000202707,0.0014491837011270218,0.026086870810613,0.01055520438001183,0.03988287752203636,0.05820231316541228,0.005963068917979523
128.7628000020274,0.0009855682515310384,0.021908998751955334,0.003219130512405877,0.02619914731826531,0.03833646439756611,0.003926872243905424
128.77280000202774,0.00108549247901974,0.022617612360152948,0.005326246122950216,0.029170956326631265,0.042629400810655464,0.0043669435550692075
128.78280000202807,0.0010585629727086778,0.02287272703642463,0.004856056744293721,0.028473148898670732,0.041565335513679316,0.004257921325736179
128.7928000020284,0.0010981472973005525,0.02298047883189976,0.005945074610938919,0.029635840989341567,0.04324530448276138,0.0044301536334338506
128.80280000202873,0.0009445164409368355,0.021961108941650244,0.0034809950534591995,0.025200703112433335,0.03676439600808569,0.003765923194836192
128.81280000202906,0.000858877410492333,0.024079334994849173,0.000741379019707938,0.023160757426230583,0.033585964970282156,0.0034402413870920664
128.8228000020294,0.0008430141138052749,0.02101520754299702,0.002449537915619409,0.022328456702666435,0.032541471864281614,0.003333200021939556
128.83280000202973,0.0011485913850938292,0.02862233093362665,0.005123562077991988,0.032079796845500316,0.04633888117038249,0.004747531892375886
128.84280000203006,0.0008310359909596734,0.022232521950633473,0.0021560717197658193,0.022295822855925948,0.03234644415116665,0.0033133529391862135
128.8528000020304,0.0007831840136645394,0.025161367807661345,8.099327883379441e-05,0.021528038577630547,0.030947289326126476,0.0031701154240951646
128.86280000203072,0.0009415287310671508,0.024289992592338393,0.004019867812697423,0.02582164439094055,0.03733418400953667,0.003824720674587137
128.87280000203106,0.0008845387995941277,0.026752365316020436,0.0021022003696614445,0.02475123656125238,0.03551166051393376,0.0036381002244071153
128.8828000020314,0.0007520374817729964,0.02487682073015464,0.0006551410220664558,0.020864699159822562,0.029877350262762663,0.003060675906038523
128.89280000203172,0.0008203933931173972,0.02614773268459513,0.0018089897670252706,0.023049430702503013,0.03296735030722309,0.0033774781352563107
128.90280000203205,0.0005879467933641767,0.024659737526361993,0.0017092982534041602,0.016532091748049847,0.02338997919651836,0.0023959980045438495
128.91280000203238,0.0009121137260358552,0.027645186995478174,0.003679097017914709,0.026005292769656126,0.037141628061073614,0.003805491620267065
128.92280000203272,0.0006552614854863117,0.025863478763759752,0.00016484072542241173,0.01878401249644803,0.026541222996438903,0.0027191663584775253
128.93280000203305,0.0005412169013156208,0.025659426339586247,0.0018281260160197682,0.015774959901500508,0.022039812471500986,0.0022579613871404934
128.94280000203338,0.0008333399145396161,0.0271637994466703,0.0033590110665749494,0.024043252852720506,0.034159682841360645,0.003500121579989718
128.9528000020337,0.0007220467734391337,0.028220210250095377,0.0013582550230088887,0.02136289253702598,0.030022015920792643,0.003076270854360989
128.96280000203404,0.0005381400814211546,0.02652012658994236,0.0010693997177491355,0.01618949438659636,0.022440786700511226,0.002299381746093724
128.97280000203438,0.0003944423779163133,0.027204110246986844,0.0033718449673197834,0.012629501156967973,0.017005090408119993,0.001742537702491803
128.9828000020347,0.0005534075437662759,0.027819855241406493,0.00036697938596663926,0.017124843391730874,0.023600541979670125,0.0024185248345783834
128.99280000203504,0.0007198382272497434,0.030180552750070245,0.0022985887352934085,0.02219190846878779,0.03086533742638437,0.0031632270441640047
129.00280000203537,0.0005372226456831938,0.028699932141842938,9.84446954026901e-05,0.01713939633888261,0.02342860793190456,0.002401185397492202
129.0128000020357,0.0005032876348527142,0.028637635679403625,0.00028283049015515667,0.016350467162547077,0.022207433454747967,0.0022761541288874314
129.02280000203604,0.0004831498185407125,0.02888966512505113,0.00029131841995798586,0.016005551151229893,0.02161269144311946,0.0022153422728882835
129.03280000203637,0.0002835052092468648,0.02662216332307868,0.0027661334069903096,0.010359136455456306,0.013365728629627071,0.0013702328645718758
129.0428000020367,0.0006625042592624157,0.030110584164401412,0.0030959410739594866,0.02124308047671532,0.029228447647847624,0.002995991132855673
129.05280000203703,0.00037400798344775686,0.031221754373866047,0.0012743366772552625,0.014104906870483215,0.0183289981293932,0.0018794393759673826
129.06280000203736,0.00023868633549113997,0.027562344229019584,0.0024859870256740742,0.009827971851019425,0.012298302215383883,0.0012612920288168337
129.0728000020377,0.0005513911240253539,0.03242931813644201,0.002129402868376267,0.019306785107290017,0.02588609782887939,0.0026540924180609195
129.08280000203803,0.0003773039561610464,0.029649054958469055,0.00013971370272599919,0.014224355485084944,0.018543053580199944,0.0019015606284337855
129.09280000203836,0.0003326098991030934,0.03124649139093052,0.00031154966695895117,0.013616290088499086,0.01736950001454131,0.0017816111312928958
129.1028000020387,0.00031302460813909547,0.02807623944307058,3.3529244697624803e-05,0.012440042550467581,0.015955924058415095,0.0016365517055294927
129.11280000203902,0.00032023533333543823,0.03367268707063918,9.959475652155884e-05,0.014220277939073824,0.017850641082885893,0.0018314191880858654
129.12280000203936,0.00030350990375176026,0.0315217534636619,0.00040589586193939917,0.013384996127000396,0.016816855255176774,0.0017253871970819951
129.1328000020397,0.0004394407536882346,0.033879304401548384,0.0026076001651975304,0.017638451756245396,0.02286481560015577,0.002345410089980878
129.14280000204002,0.0003891781172979435,0.03109962959872228,0.0023555261511094194,0.015747976469667326,0.020336714961180547,0.0020861864964154225
129.15280000204035,7.934483137731731e-05,0.02974886517147902,0.0037603257049230463,0.003577835377262828,0.002075122743750382,0.000215240156445069
129.16280000204068,0.00022810296212193057,0.03207500372851834,0.0008477781988636421,0.012209900465549083,0.014741040039736704,0.001513277583411051
129.172800002041,0.000275318388048549,0.030674854256286604,0.0018502597135799659,0.013170123793915849,0.016337126259612318,0.0016767359270172815
129.18280000204135,5.1244763200373145e-05,0.03154601100228179,0.002150755417887892,0.0052820784779047,0.0042146080839835405,0.00043505152407298146
129.19280000204168,0.0004984053077837455,0.03698618147383976,0.005588130864832741,0.02086887582589653,0.026988564948464296,0.002769001232269636
129.202800002042,1.2995944853927415e-05,0.031174415177597,0.0008399601857051708,0.0064746492410812685,0.005951422620354055,0.000613198739362583
129.21280000204234,0.0002772846948965557,0.03444954674673941,0.003385544040374424,0.014877856009393332,0.018160170644066772,0.0018644881460456145
129.22280000204267,5.590645529492494e-06,0.031292527477939876,0.0001721468334868916,0.007300036562551097,0.007066066039295542,0.0007276640591203418
129.232800002043,0.00024940189273931336,0.03599311437915735,0.0038427091120876444,0.014927886853542564,0.01789346751136647,0.0018376315857260713
129.24280000204334,5.036567890870747e-05,0.03119948350889341,0.00022804304843643966,0.006189842821230966,0.005274495181320269,0.0005443767283957361
129.25280000204367,0.00021195760415048336,0.03433093857524512,0.00400761549640747,0.01382088517446741,0.016345020356334946,0.0016790268749516065
129.262800002044,2.9108449499348184e-05,0.030425445033866537,0.0011516888344764733,0.006814777231390465,0.006224492046089944,0.0006418412282685078
129.2728000020443,5.165567925875477e-05,0.036472187048606365,0.0017743342527915549,0.008185762627508442,0.00732768500610912,0.0007558560261125626
129.28280000204467,0.00023215278636486676,0.032778223027640836,0.005150941347357284,0.014334147009472194,0.017193293878597932,0.001766077290262409
129.292800002045,0.00017903145144248974,0.03624335274495347,0.00108866625391704,0.005287428738045443,0.0028208775988803098,0.00029442390953084456
129.30280000204533,0.000323141614868808,0.03661445080100309,0.007271641013488216,0.018040534947125153,0.02213312036963575,0.0022729241678154104
129.31280000204566,0.0003030995365183937,0.03136086852135293,5.450631460547108e-05,0.0010924966020423958,0.0029394918359864986,0.0002961127933296591
129.322800002046,0.00014290257413594542,0.038350033596596035,0.006164776725874461,0.014406934901144666,0.01620375065909243,0.0016660556085707238
129.33280000204633,3.5815360478149075e-05,0.03528255618564759,0.004173152028340185,0.009222023770095877,0.008717946068245665,0.0008988997096021741
129.34280000204666,7.797262477231347e-05,0.037118276747860064,0.004357348237474619,0.008904807505416544,0.007877840293669332,0.0008132626419653875
129.352800002047,0.00012361600883346248,0.0320176002922964,0.003503839580232171,0.006389031138438292,0.004792579107901011,0.0004965580132018776
129.36280000204732,1.363277571720982e-05,0.03928790337772431,0.006138981658885617,0.011489362641734873,0.01135058008784535,0.0011696030908342444
129.37280000204763,0.00038995509419270056,0.030386184483250332,0.0012057686695826307,0.000334804769351156,0.005344719965627016,0.000541839578713612
129.382800002048,0.00021140547604136834,0.04153765201846935,0.009586959265801887,0.01804758023690571,0.020887503342972957,0.0021471310818206467
